彰化縣,29.10%,45.00%,19.87%,30.00%,,,,,,,,
南投縣,34.37%,45.00%,26.13%,30.00%,,,,,,,,
雲林縣,42.10%,45.00%,23.22%,30.00%,,,,,,,,
嘉義縣,37.10%,45.00%,23.80%,30.00%,,,,,,,,
屏東縣,33.91%,45.00%,20.20%,30.00%,,,,,,,,
臺東縣,17.48%,45.00%,23.13%,30.00%,,,,,,,,
花蓮縣,42.40%,45.00%,24.45%,30.00%,,,,,,,,
澎湖縣,14.39%,45.00%,0.00%,30.00%,,,,,,,,
基隆市,41.88%,45.00%,6.41%,30.00%,,,,,,,,
新竹市,47.59%,45.00%,24.73%,30.00%,,,,,,,,
嘉義市,13.94%,45.00%,8.17%,30.00%,,,,,,,,
金門縣,0.00%,45.00%,0.00%,30.00%,,,,,,,,
連江縣,0.00%,45.00%,0.00%,30.00%,,,,,,,,
 ,,,,,,,,,,,,
表2-2.  鄉(鎮、市)公所債務負擔表－債務比率,,,,,,,,,,,,
截至100年度止,,,,,,,,,,,,
製表日期：105年11月24日,,,,　　　　　　　　　單位：％　,,,,,,,,
政府別,   1年以上非自償債務餘額,,未滿1年債務餘額,,,,,,,,,
,占歲出比率,法定比率,占歲出比率,法定比率,,,,,,,,
合　計,1.85%,25.00%,0.24%,30.00%,,,,,,,,
桃園縣,1.20%,25.00%,0.00%,30.00%,,,,,,,,
宜蘭縣,0.00%,25.00%,0.00%,30.00%,,,,,,,,
新竹縣,0.00%,25.00%,0.00%,30.00%,,,,,,,,
苗栗縣,0.76%,25.00%,0.29%,30.00%,,,,,,,,
彰化縣,3.44%,25.00%,0.00%,30.00%,,,,,,,,
南投縣,4.78%,25.00%,0.00%,30.00%,,,,,,,,
雲林縣,0.29%,25.00%,0.00%,30.00%,,,,,,,,
嘉義縣,7.34%,25.00%,0.00%,30.00%,,,,,,,,
屏東縣,0.94%,25.00%,0.31%,30.00%,,,,,,,,
臺東縣,1.70%,25.00%,0.00%,30.00%,,,,,,,,
花蓮縣,0.00%,25.00%,0.00%,30.00%,,,,,,,,
澎湖縣,3.03%,25.00%,10.49%,30.00%,,,,,,,,
金門縣,0.00%,25.00%,0.00%,30.00%,,,,,,,,
連江縣,0.00%,25.00%,0.00%,30.00%,,,,,,,,
 ,,,,,,,,,,,,
表2.  各級政府債務負擔表－債務比率,,,,,,,,,,,,
截至100年度止,,,,,,,,,,,,
製表日期：105年11月24日,,,,,,單位：％　　,,,,,,
政府別,   1年以上非自償債務餘額,,,,未滿1年債務餘額,,,,,,,
,占歲出比率,法定比率,占前3年度名目國民,,,,,,,,,
"生產毛額平均數比率""""",法定比率,占歲出比率,法定比率,,,,,,,,,
　合　　計,－,－,39.67%,48.00%,－,－,,,,,,
　中央政府,－,－,34.47%,40.00%,14.01%,15.00%,,,,,,
　地方政府,－,－,5.20%,8.00%,－,－,,,,,,
　　臺北市,－,－,1.47%,3.60%,0.00%,30.00%,,,,,,
　　高雄市,－,－,1.41%,1.80%,6.67%,30.00%,,,,,,
　　新北市,24.00%,45.00%,0.31%,－,15.34%,30.00%,,,,,,
　　臺中市,33.51%,45.00%,0.33%,－,25.51%,30.00%,,,,,,
　　臺南市,42.74%,45.00%,0.32%,－,25.66%,30.00%,,,,,,
　　縣　市 (表2-1),35.90%,45.00%,1.36%,2.00%,20.50%,30.00%,,,,,,
　　鄉鎮市 (表2-2),1.85%,25.00%,0.01%,0.60%,0.24%,30.00%,,,,,,
說明：1.依據公共債務法規定：,,,,,,,,,,,,
　　　　(1)1年以上非自償債務，係指中央及地方政府在普通基金及非營業基金預算內，所舉借1年以上非自償債務。,,,,,,,,,,,,
　　　　(2)未滿1年債務，係指中央及地方政府為普通基金調度所舉借未滿1年債務。,,,,,,,,,,,,
      2.行政院主計總處配合聯合國國民經濟會計制度之修訂，將原國民生產毛額(GNP)改稱為國民所得毛額(GNI)。,,,,,,,,,,,,
"　　　  該總處105年10月28日公布之前3年度(97年度至99年度)名目國民所得毛額(GNI)平均數為13,796,699百萬元。",,,,,,,,,,,,
各級政府公共債務概況總表,,,,,,,,,,,,
101年度,,,,,,,,,,,,
製表日期：105年11月24日,,,,,,,單位：新臺幣百萬元；％,,,,,
　　　　　項目,,,,,,,,,,,,
" 政府別""""",公共債務法規範之債務,,,,,其他債務,,,,,,
,一年以上債務,,未滿一年債務,,債務合計,自償性債務,非營業基金,,,,,
"未滿一年債務""""",,,,,,,,,,,,
,金額,比率,金額,比率,,,,,,,,
,-1,-2,-3,-4,(5)=(1)+(3),-6,-7,,,,,
合    計,"5,758,957_ ",40.53%,"459,701_ ",－,"6,218,658_ ","468,584_ ","299,535_ ",,,,,
中央政府,"5,000,880_ ",35.20%,"275,000_ ",14.03%,"5,275,880_ ","363,807_ ","290,840_ ",,,,,
地方政府,"758,077_ ",5.34%,"184,701_ ",－,"942,778_ ","104,777_ ","8,695_ ",,,,,
直轄市,"569,614_ ",－,"94,101_ ",13.62%,"663,715_ ","51,185_ ","8,181_ ",,,,,
臺北市,"221,048_ ",1.56%,0_ ,0.00%,"221,048_ ","9,561_ ",184_ ,,,,,
高雄市,"210,294_ ",1.48%,"15,064_ ",11.48%,"225,358_ ","6,830_ ","2,964_ ",,,,,
新北市,"43,064_ ",24.80%,"33,300_ ",21.15%,"76,364_ ","13,576_ ",0_ ,,,,,
臺中市,"50,013_ ",36.46%,"21,320_ ",19.22%,"71,333_ ","17,653_ ",0_ ,,,,,
臺南市,"45,195_ ",44.64%,"24,417_ ",27.91%,"69,612_ ","3,566_ ","5,033_ ",,,,,
縣市,"186,911_ ",1.32%,"90,403_ ",22.78%,"277,314_ ","52,739_ ",507_ ,,,,,
桃園縣,"23,750_ ",36.70%,"4,000_ ",6.44%,"27,750_ ","4,023_ ",0_ ,,,,,
宜蘭縣,"13,938_ ",62.48%,"9,890_ ",49.21%,"23,828_ ","3,079_ ",0_ ,,,,,
新竹縣,"13,638_ ",38.76%,"7,058_ ",27.35%,"20,696_ ","7,100_ ",0_ ,,,,,
苗栗縣,"23,766_ ",54.82%,"15,968_ ",47.41%,"39,734_ ","9,067_ ",40_ ,,,,,
彰化縣,"13,350_ ",28.81%,"9,959_ ",23.97%,"23,309_ ","8,690_ ",0_ ,,,,,
南投縣,"12,027_ ",39.60%,"5,363_ ",23.03%,"17,390_ ",0_ ,0_ ,,,,,
雲林縣,"17,889_ ",44.29%,"6,826_ ",24.60%,"24,715_ ","7,019_ ",0_ ,,,,,
嘉義縣,"14,957_ ",41.05%,"5,745_ ",24.38%,"20,702_ ","7,325_ ",0_ ,,,,,
屏東縣,"18,823_ ",38.39%,"9,203_ ",26.88%,"28,027_ ",208_ ,0_ ,,,,,
臺東縣,"4,236_ ",22.95%,"4,184_ ",26.88%,"8,419_ ","2,006_ ",467_ ,,,,,
花蓮縣,"8,464_ ",41.83%,"4,311_ ",24.35%,"12,776_ ",0_ ,0_ ,,,,,
澎湖縣,"1,570_ ",13.52%,127_ ,1.34%,"1,697_ ",0_ ,0_ ,,,,,
基隆市,"8,914_ ",41.29%,"2,500_ ",14.18%,"11,414_ ",0_ ,0_ ,,,,,
新竹市,"9,515_ ",46.77%,"4,469_ ",24.44%,"13,984_ ","2,119_ ",0_ ,,,,,
嘉義市,"2,074_ ",12.26%,800_ ,7.09%,"2,874_ ","2,102_ ",0_ ,,,,,
金門縣,0_ ,0.00%,0_ ,0.00%,0_ ,0_ ,0_ ,,,,,
連江縣,0_ ,0.00%,0_ ,0.00%,0_ ,0_ ,0_ ,,,,,
鄉鎮市,"1,552_ ",0.01%,197_ ,0.24%,"1,748_ ",853_ ,7_ ,,,,,
註1：中央、直轄市及縣(市)為審定決算數；鄉(鎮、市)為決算數。,,,,,,,,,,,,
註2：依據103年1月1日新公共債務法施行前之該法第4條規定，各級政府債限如下：,,,,,,,,,,,,
 (1) 一年以上非自償債務：中央及各地方政府所舉借之一年以上非自償債務未償餘額不得超過前三年度名目GNP(國民生產毛額)平均數之48%【中央40%，地方8%－其中臺北市3.6%、高雄市1.8%,,,,,,,,,,,,
               、縣(市)2%、鄉(鎮、市)0.6%】。個別縣(市)及鄉(鎮、市)舉借一年以上非自償債務未償餘額占各該政府總預算及特別預算歲出總額之比率，各不得超過45%及25%。,,,,,,,,,,,,
               由於公共債務法修正草案尚未通過，新北市、臺中市及臺南市1年以上非自償債務之債限暫適用縣(市)之規定。,,,,,,,,,,,,
 (2) 未滿一年債務：中央及各地方政府未滿一年債務未償餘額占總預算及特別預算歲出總額之比率，分別不得超過15%及30%。,,,,,,,,,,,,
註3：「*」表示債務超限。,,,,,,,,,,,,
表1-1.  縣(市)政府債務負擔表－債務餘額,,,,,,,,,,,,
截至101年度止,,,,,,,,,單位：元,,,
製表日期：105年11月24日,,,,,,,單位：新臺幣百萬元,,,,,
政 府 別,普通基金債務餘額,,,非營業基金債務餘額,,,1年以上,,,,,
非自償債務,,,,,,,,,,,,
"總計""""",付息數,,,,,,,,,,,
,1 年 以 上,,未 滿 1 年,1 年 以 上,,未 滿 1 年,,,,,,
,自償,非自償,,自償,非自償,,,,,,,
合　計,"8,494","185,959","90,403","44,245",952,507,"186,911","3,622",,,,
桃園縣,0,"23,750","4,000","4,023",0,0,"23,750",401,,,,
宜蘭縣,"1,022","13,938","9,890","2,057",0,0,"13,938",264,,,,
新竹縣,0,"13,638","7,058","7,100",0,0,"13,638",575,,,,
苗栗縣,0,"23,766","15,968","9,067",0,40,"23,766",409,,,,
彰化縣,0,"13,350","9,959","8,690",0,0,"13,350",279,,,,
南投縣,0,"12,027","5,363",0,0,0,"12,027",231,,,,
雲林縣,0,"17,889","6,826","7,019",0,0,"17,889",329,,,,
嘉義縣,"7,325","14,957","5,745",0,0,0,"14,957",223,,,,
屏東縣,147,"18,823","9,203",61,0,0,"18,823",338,,,,
臺東縣,0,"4,236","4,184","2,006",0,467,"4,236",87,,,,
花蓮縣,0,"8,464","4,311",0,0,0,"8,464",141,,,,
澎湖縣,0,"1,570",127,0,0,0,"1,570",19,,,,
基隆市,0,"8,914","2,500",0,0,0,"8,914",114,,,,
新竹市,0,"8,563","4,469","2,119",952,0,"9,515",178,,,,
嘉義市,0,"2,074",800,"2,102",0,0,"2,074",34,,,,
金門縣,0,0,0,0,0,0,0,0,,,,
連江縣,0,0,0,0,0,0,0,0,,,,
註：新竹市政府「沿海十七公里觀光帶建設基金」截至101年12月底舉借債務餘額952百萬元，因非屬自償性公共債務，依公共債務法規定納入債限規範。,,,,,,,,,,,,
表1-2.  鄉(鎮、市)公所債務負擔表－債務餘額,,,,,,,,,,,,
截至101年度止,,,,,,,,,,,,
製表日期：105年11月24日,,,,,,,單位：新臺幣百萬元,,,,,
政 府 別,普通基金債務餘額,,,非營業基金債務餘額,,,1年以上,,,,,
非自償債務,,,,,,,,,,,,
"總計""""",付息數,,,,,,,,,,,
,1 年 以 上,,未 滿 1 年,1 年 以 上,,未 滿 1 年,,,,,,
,自償,非自償,,自償,非自償,,,,,,,
合　計,61,"1,532",197,792,20,7,"1,552",45,,,,
桃園縣,0,91,0,0,0,0,91,1,,,,
宜蘭縣,0,0,0,45,0,0,0,0,,,,
新竹縣,0,0,0,0,0,0,0,0,,,,
苗栗縣,0,30,20,19,0,0,30,1,,,,
彰化縣,0,370,0,182,20,0,390,9,,,,
南投縣,48,329,0,158,0,0,329,9,,,,
雲林縣,0,27,0,75,0,7,27,2,,,,
嘉義縣,0,457,0,153,0,0,457,9,,,,
屏東縣,13,115,47,156,0,0,115,10,,,,
臺東縣,0,53,0,3,0,0,53,1,,,,
花蓮縣,0,0,0,0,0,0,0,0,,,,
澎湖縣,0,60,131,0,0,0,60,2,,,,
金門縣,0,0,0,0,0,0,0,0,,,,
連江縣,0,0,0,0,0,0,0,0,,,,
表1.  各級政府債務負擔表－債務餘額,,,,,,,,,,,,
截至101年度止,,,,,,,,,,,,
製表日期：105年11月24日,,,,,,,單位：新臺幣百萬元,,,,,
政 府 別,普通基金債務餘額,,,非營業基金債務餘額,,,1年以上,,,,,
非自償債務,,,,,,,,,,,,
"總計""""",付息數,,,,,,,,,,,
,1 年 以 上,,未 滿 1 年,1 年 以 上,,未 滿 1 年,,,,,,
,自償,非自償,,自償,非自償,,,,,,,
　合　　計,"16,159","5,740,623","459,701","452,425","18,334","299,535","5,758,957","136,836",,,,
　中央政府,0,"5,000,880","275,000","363,807",0,"290,840","5,000,880","125,722",,,,
　地方政府,"16,159","739,743","184,701","88,617","18,334","8,695","758,077","11,114",,,,
　　臺北市,"7,482","221,048",0,"2,079",0,184,"221,048","2,850",,,,
　　高雄市,92,"194,227","15,064","6,737","16,067","2,964","210,294","2,331",,,,
　　新北市,30,"43,064","33,300","13,546",0,0,"43,064",611,,,,
　　臺中市,0,"50,013","21,320","17,653",0,0,"50,013",747,,,,
　　臺南市,0,"43,901","24,417","3,566","1,294","5,033","45,195",909,,,,
　　縣　市 (表1-1),"8,494","185,959","90,403","44,245",952,507,"186,911","3,622",,,,
　　鄉鎮市 (表1-2),61,"1,532",197,792,20,7,"1,552",45,,,,
說明：,,,,,,,,,,,,
　　1.中央、直轄市及縣(市)為審定決算數；鄉(鎮、市)為決算數。,,,,,,,,,,,,
　　2.本表為各級政府為應公共事務支出所舉借之債務，包括公債、國庫券、國內外借款。普通基金包括總預算及特別預算。,,,,,,,,,,,,
"　　3.1年以上自償性債務總計468,717百萬元，係有特定財源用以償債，依公共債務法規定不計入債限。",,,,,,,,,,,,
"　　4.未滿1年之債務總計759,228百萬元，係為調節庫款收支所舉借之債務，其中普通基金459,696百萬元，受公共債務法債限管制。",,,,,,,,,,,,
　　5.因擔保、保證或契約可能造成未來會計年度支出：,,,,,,,,,,,,
"　　　(1)中央政府：中央政府：共計普通基金（交通部）325,880百萬元；非營業基金3,142百萬元。",,,,,,,,,,,,
"　　　(2)直轄市及縣(市)政府：共計33,377百萬元，分別為臺北市210百萬元、高雄市31,342百萬元、新北市414百萬元、臺中市85百萬元、嘉義縣27百萬元、",,,,,,,,,,,,
"                 屏東縣122百萬元、花蓮縣1,073百萬元、新竹市54百萬元及連江縣50百萬元。",,,,,,,,,,,,
               ,,,,,,,,,,,,
表2-1.  縣(市)政府債務負擔表－債務比率,,,,,,,,,,,,
截至101年度止,,,,,,,,,,,,
製表日期：105年11月24日,,,,　　　　　　　　　單位：％　,,,,,,,,
政府別,   1年以上非自償債務餘額,,未滿1年債務餘額,,,,,,,,,
,占歲出比率,法定比率,占歲出比率,法定比率,,,,,,,,
合　計,37.81%,45.00%,22.78%,30.00%,,,,,,,,
桃園縣,36.70%,45.00%,6.44%,30.00%,,,,,,,,
宜蘭縣,62.48%,45.00%,49.21%,30.00%,,,,,,,,
新竹縣,38.76%,45.00%,27.35%,30.00%,,,,,,,,
苗栗縣,54.82%,45.00%,47.41%,30.00%,,,,,,,,
彰化縣,28.81%,45.00%,23.97%,30.00%,,,,,,,,
南投縣,39.60%,45.00%,23.03%,30.00%,,,,,,,,
雲林縣,44.29%,45.00%,24.60%,30.00%,,,,,,,,
嘉義縣,41.05%,45.00%,24.38%,30.00%,,,,,,,,
屏東縣,38.39%,45.00%,26.88%,30.00%,,,,,,,,
臺東縣,22.95%,45.00%,26.88%,30.00%,,,,,,,,
花蓮縣,41.83%,45.00%,24.35%,30.00%,,,,,,,,
澎湖縣,13.52%,45.00%,1.34%,30.00%,,,,,,,,
基隆市,41.29%,45.00%,14.18%,30.00%,,,,,,,,
新竹市,46.77%,45.00%,24.44%,30.00%,,,,,,,,
嘉義市,12.26%,45.00%,7.09%,30.00%,,,,,,,,
金門縣,0.00%,45.00%,0.00%,30.00%,,,,,,,,
連江縣,0.00%,45.00%,0.00%,30.00%,,,,,,,,
 ,,,,,,,,,,,,
表2-2.  鄉(鎮、市)公所債務負擔表－債務比率,,,,,,,,,,,,
截至101年度止,,,,,,,,,,,,
製表日期：105年11月24日,,,,　　　　　　　　　單位：％　,,,,,,,,
政府別,   1年以上非自償債務餘額,,未滿1年債務餘額,,,,,,,,,
,占歲出比率,法定比率,占歲出比率,法定比率,,,,,,,,
合　計,1.55%,25.00%,0.24%,30.00%,,,,,,,,
桃園縣,0.37%,25.00%,0.00%,30.00%,,,,,,,,
宜蘭縣,0.00%,25.00%,0.00%,30.00%,,,,,,,,
新竹縣,0.00%,25.00%,0.00%,30.00%,,,,,,,,
苗栗縣,0.46%,25.00%,0.37%,30.00%,,,,,,,,
彰化縣,3.97%,25.00%,0.00%,30.00%,,,,,,,,
南投縣,4.31%,25.00%,0.00%,30.00%,,,,,,,,
雲林縣,0.28%,25.00%,0.00%,30.00%,,,,,,,,
嘉義縣,7.20%,25.00%,0.00%,30.00%,,,,,,,,
屏東縣,0.98%,25.00%,0.50%,30.00%,,,,,,,,
臺東縣,1.18%,25.00%,0.00%,30.00%,,,,,,,,
花蓮縣,0.00%,25.00%,0.00%,30.00%,,,,,,,,
澎湖縣,3.76%,25.00%,9.10%,30.00%,,,,,,,,
金門縣,0.00%,25.00%,0.00%,30.00%,,,,,,,,
連江縣,0.00%,25.00%,0.00%,30.00%,,,,,,,,
 ,,,,,,,,,,,,
表2.  各級政府債務負擔表－債務比率,,,,,,,,,,,,
截至101年度止,,,,,,,,,,,,
製表日期：105年11月24日,,,,,,單位：％　　,,,,,,
政府別,   1年以上非自償債務餘額,,,,未滿1年債務餘額,,,,,,,
,占歲出比率,法定比率,占前3年度名目國民,,,,,,,,,
"生產毛額平均數比率""""",法定比率,占歲出比率,法定比率,,,,,,,,,
　合　　計,－,－,40.53%,48.00%,－,－,,,,,,
　中央政府,－,－,35.20%,40.00%,14.03%,15.00%,,,,,,
　地方政府,－,－,5.34%,8.00%,－,－,,,,,,
　　臺北市,－,－,1.56%,3.60%,0.00%,30.00%,,,,,,
　　高雄市,－,－,1.48%,1.80%,11.48%,30.00%,,,,,,
　　新北市,24.80%,45.00%,0.30%,－,21.15%,30.00%,,,,,,
　　臺中市,36.46%,45.00%,0.35%,－,19.22%,30.00%,,,,,,
　　臺南市,44.64%,45.00%,0.32%,－,27.91%,30.00%,,,,,,
　　縣　市 (表2-1),37.81%,45.00%,1.32%,2.00%,22.78%,30.00%,,,,,,
　　鄉鎮市 (表2-2),1.55%,25.00%,0.01%,0.60%,0.24%,30.00%,,,,,,
說明：1.依據公共債務法規定：,,,,,,,,,,,,
　　　　(1)1年以上非自償債務，係指中央及地方政府在普通基金及非營業基金預算內，所舉借之1年以上非自償債務。,,,,,,,,,,,,
　　　　(2)未滿1年債務，係指中央及地方政府為普通基金調度所舉借未滿1年債務。,,,,,,,,,,,,
      2.行政院主計總處配合聯合國國民經濟會計制度之修訂，將原國民生產毛額(GNP)改稱為國民所得毛額(GNI)。,,,,,,,,,,,,
"　　　  該總處105年10月28日公布之前3年度(98年度至100年度)名目國民所得毛額(GNI)平均數為14,208,358百萬元。",,,,,,,,,,,,
表1-1.  縣(市)政府債務負擔表－債務餘額,,,,,,,,,,,,
截至102年度止,,,,,,,,,單位：元,,,
製表日期：105年11月24日,,,,,,,單位：新臺幣百萬元,,自償性債務餘額,,,
政 府 別,普通基金債務餘額,,,非營業基金債務餘額,,,"1年以上
非自償債務
總計",付息數,,,,
,1 年 以 上,,未 滿 1 年,1 年 以 上,,未 滿 1 年,,,,,,
,自償,非自償,,自償,非自償,,,,,,,
合　計,"7,650","183,855","90,294","46,877",891,50,"184,746","3,651",,,,
桃園縣,0,"21,875","4,000","6,868",0,0,"21,875",389,,,,
宜蘭縣,0,"13,611","9,848","1,821",0,0,"13,611",269,,,,
新竹縣,0,"13,990","7,065","6,700",0,0,"13,990",377,,,,
苗栗縣,0,"23,515","16,644","8,895",0,50,"23,515",706,,,,
彰化縣,0,"13,567","10,081","9,399",0,0,"13,567",263,,,,
南投縣,0,"12,027","5,870",0,0,0,"12,027",210,,,,
雲林縣,0,"17,889","7,653","6,446",0,0,"17,889",329,,,,
嘉義縣,"7,424","15,447","5,821",0,0,0,"15,447",235,,,,
屏東縣,226,"19,081","8,628",84,0,0,"19,081",300,,,,
臺東縣,0,"4,380","3,082","1,652",0,0,"4,380",83,,,,
花蓮縣,0,"8,160","4,246",0,0,0,"8,160",134,,,,
澎湖縣,0,"2,070",105,0,0,0,"2,070",24,,,,
基隆市,0,"8,833","2,900",0,0,0,"8,833",118,,,,
新竹市,0,"8,075","3,750","2,023",891,0,"8,966",182,,,,
嘉義市,0,"1,335",600,"2,988",0,0,"1,335",31,,,,
金門縣,0,0,0,0,0,0,0,0,,,,
連江縣,0,0,0,0,0,0,0,0,,,,
表1-2.  鄉(鎮、市)公所債務負擔表－債務餘額,,,,,,,,,,,,
截至102年度止,,,,,,,,,,,,
製表日期：105年11月24日,,,,,,,單位：新臺幣百萬元,,,,,
政 府 別,普通基金債務餘額,,,非營業基金債務餘額,,,"1年以上
非自償債務
總計",付息數,,,,
,1 年 以 上,,未 滿 1 年,1 年 以 上,,未 滿 1 年,,,,,,
,自償,非自償,,自償,非自償,,,,,,,
合　計,146,"1,372",183,738,38,2,"1,411",41,,,,
桃園縣,0,0,0,0,0,0,0,0,,,,
宜蘭縣,0,50,0,41,0,0,50,0,,,,
新竹縣,0,72,0,0,0,0,72,0,,,,
苗栗縣,0,20,14,10,0,0,20,1,,,,
彰化縣,0,324,0,178,15,0,339,8,,,,
南投縣,48,283,0,229,0,0,283,7,,,,
雲林縣,22,3,0,56,0,2,3,1,,,,
嘉義縣,70,412,0,109,0,0,412,16,,,,
屏東縣,7,127,35,112,23,0,150,4,,,,
臺東縣,0,29,0,2,0,0,29,0,,,,
花蓮縣,0,0,0,0,0,0,0,0,,,,
澎湖縣,0,54,135,0,0,0,54,3,,,,
金門縣,0,0,0,1,0,0,0,0,,,,
連江縣,0,0,0,0,0,0,0,0,,,,
表1.  各級政府債務負擔表－債務餘額,,,,,,,,,,,,
截至102年度止,,,,,,,,,,,,
製表日期：105年11月24日,,,,,,,單位：新臺幣百萬元,,,,,
政 府 別,普通基金債務餘額,,,非營業基金債務餘額,,,"1年以上
非自償債務
總計",付息數,,,,
,1 年 以 上,,未 滿 1 年,1 年 以 上,,未 滿 1 年,,,,,,
,自償,非自償,,自償,非自償,,,,,,,
　合　　計,"18,603","5,927,065","396,505","421,069","16,997","273,219","5,944,061","140,074",,,,
　中央政府,0,"5,150,837","214,550","303,331",0,"269,863","5,150,837","128,240",,,,
　地方政府,"18,603","776,228","181,955","117,738","16,997","3,357","793,224","11,834",,,,
　　臺北市,"7,471","235,943",0,"1,449",0,427,"235,943","3,738",,,,
　　高雄市,"3,306","205,576","13,591","23,289","16,067","2,878","221,644","1,823",,,,
　　新北市,29,"48,586","40,600","24,245",0,0,"48,586",838,,,,
　　臺中市,0,"57,057","15,988","13,080",0,0,"57,057",721,,,,
　　臺南市,0,"43,839","21,299","8,060",0,0,"43,839","1,021",,,,
　　縣　市 (表1-1),"7,650","183,855","90,294","46,877",891,50,"184,746","3,651",,,,
　　鄉鎮市 (表1-2),146,"1,372",183,738,38,2,"1,411",41,,,,
說明：,,,,,,,,,,,,
　　1.中央、直轄市及縣(市)審定決算數；鄉(鎮、市)為決算數。,,,,,,,,,,,,
　　2.本表為各級政府為應公共事務支出所舉借之債務，包括公債、國庫券、國內外借款。普通基金包括總預算及特別預算。,,,,,,,,,,,,
"　　3.1年以上自償性債務總計439,671百萬元，係有特定財源用以償債，依公共債務法規定不計入債限。",,,,,,,,,,,,
"　　4.未滿1年之債務總計669,724百萬元，係為調節庫款收支所舉借之債務，其中普通基金396,505百萬元，受公共債務法債限管制。",,,,,,,,,,,,
　　5.因擔保、保證或契約可能造成未來會計年度支出：,,,,,,,,,,,,
"　　　(1)中央政府：非營業基金3,142百萬元。",,,,,,,,,,,,
"　　　(2)直轄市及縣(市)政府：共計1,652.4百萬元，分別為臺北市210百萬元、高雄市590百萬元、新北市265百萬元、臺中市27百萬元、",,,,,,,,,,,,
               屏東縣122百萬元、花蓮縣944百萬元、新竹市54百萬元及連江縣30百萬元。,,,,,,,,,,,,
               ,,,,,,,,,,,,
表2-1.  縣(市)政府債務負擔表－債務比率,,,,,,,,,,,,
截至102年度止,,,,,,,,,,,,
製表日期：105年11月24日,,,,　　　　　　　　　單位：％　,,,,,,,,
政府別,   1年以上非自償債務餘額,,未滿1年債務餘額,,,,,,,,,
,占歲出比率,法定比率,占歲出比率,法定比率,,,,,,,,
合　計,38.02%,45.00%,22.89%,30.00%,,,,,,,,
桃園縣,32.94%,45.00%,6.36%,30.00%,,,,,,,,
宜蘭縣,61.28%,45.00%,47.73%,30.00%,,,,,,,,
新竹縣,38.88%,45.00%,28.24%,30.00%,,,,,,,,
苗栗縣,60.89%,45.00%,58.02%,30.00%,,,,,,,,
彰化縣,28.64%,45.00%,24.39%,30.00%,,,,,,,,
南投縣,40.46%,45.00%,23.60%,30.00%,,,,,,,,
雲林縣,43.69%,45.00%,26.64%,30.00%,,,,,,,,
嘉義縣,43.65%,45.00%,23.82%,30.00%,,,,,,,,
屏東縣,42.27%,45.00%,26.25%,30.00%,,,,,,,,
臺東縣,24.87%,45.00%,20.20%,30.00%,,,,,,,,
花蓮縣,40.58%,45.00%,23.39%,30.00%,,,,,,,,
澎湖縣,18.29%,45.00%,1.05%,30.00%,,,,,,,,
基隆市,44.25%,45.00%,16.95%,30.00%,,,,,,,,
新竹市,45.17%,45.00%,20.76%,30.00%,,,,,,,,
嘉義市,7.93%,45.00%,5.07%,30.00%,,,,,,,,
金門縣,0.00%,45.00%,0.00%,30.00%,,,,,,,,
連江縣,0.00%,45.00%,0.00%,30.00%,,,,,,,,
 ,,,,,,,,,,,,
表2-2.  鄉(鎮、市)公所債務負擔表－債務比率,,,,,,,,,,,,
截至102年度止,,,,,,,,,,,,
製表日期：105年11月24日,,,,　　　　　　　　　單位：％　,,,,,,,,
政府別,   1年以上非自償債務餘額,,未滿1年債務餘額,,,,,,,,,
,占歲出比率,法定比率,占歲出比率,法定比率,,,,,,,,
合　計,1.36%,25.00%,0.22%,30.00%,,,,,,,,
桃園縣,0.00%,25.00%,0.00%,30.00%,,,,,,,,
宜蘭縣,0.91%,25.00%,0.00%,30.00%,,,,,,,,
新竹縣,0.90%,25.00%,0.00%,30.00%,,,,,,,,
苗栗縣,0.29%,25.00%,0.24%,30.00%,,,,,,,,
彰化縣,3.28%,25.00%,0.00%,30.00%,,,,,,,,
南投縣,3.49%,25.00%,0.00%,30.00%,,,,,,,,
雲林縣,0.03%,25.00%,0.00%,30.00%,,,,,,,,
嘉義縣,6.43%,25.00%,0.00%,30.00%,,,,,,,,
屏東縣,1.26%,25.00%,0.37%,30.00%,,,,,,,,
臺東縣,0.69%,25.00%,0.00%,30.00%,,,,,,,,
花蓮縣,0.00%,25.00%,0.00%,30.00%,,,,,,,,
澎湖縣,3.63%,25.00%,9.46%,30.00%,,,,,,,,
金門縣,0.00%,25.00%,0.00%,30.00%,,,,,,,,
連江縣,0.00%,25.00%,0.00%,30.00%,,,,,,,,
 ,,,,,,,,,,,,
表2.  各級政府債務負擔表－債務比率,,,,,,,,,,,,
截至102年度止,,,,,,,,,,,,
製表日期：105年11月24日,,,,,,單位：％　　,,,,,,
政府別,   1年以上非自償債務餘額,,,,未滿1年債務餘額,,,,,,,
,占歲出比率,法定比率,"占前3年度名目國民
生產毛額平均數比率",法定比率,占歲出比率,法定比率,,,,,,
　合　　計,－,－,40.17%,48.00%,－,－,,,,,,
　中央政府,－,－,34.81%,40.00%,11.20%,15.00%,,,,,,
　地方政府,－,－,5.36%,8.00%,－,－,,,,,,
　　臺北市,－,－,1.59%,3.60%,0.00%,30.00%,,,,,,
　　高雄市,－,－,1.50%,1.80%,10.75%,30.00%,,,,,,
　　新北市,28.88%,45.00%,0.33%,－,26.12%,30.00%,,,,,,
